LO_ms[pb]	NLO_ms[pb]
0.181E-06	0.273E-06
0.305E-02	0.360E-02
0.210E-01	0.257E-01
0.186E-03	0.217E-03
0.112E-01	0.135E-01
0.225E-02	0.252E-02
0.381E-02	0.443E-02
0.686E-07	0.106E-06
0.398E-05	0.524E-05
0.127E-03	0.149E-03
0.592E-04	0.688E-04
0.335E-02	0.399E-02
0.721E-06	0.895E-06
0.191E-03	0.225E-03
0.184E-04	0.249E-04
0.730E-03	0.867E-03
0.396E-06	0.498E-06
0.124E-01	0.148E-01
0.131E-05	0.182E-05
0.606E-01	0.750E-01
0.274E-01	0.331E-01
0.170E-07	0.232E-07
0.106E-02	0.126E-02
0.798E-01	0.101
0.334E-04	0.440E-04
0.195E-01	0.241E-01
0.318E-02	0.383E-02
0.837E-03	0.992E-03
0.116E-04	0.157E-04
0.471E-02	0.558E-02
0.404E-02	0.489E-02
0.341E-04	0.371E-04
0.718E-03	0.849E-03
1.29	1.68
0.408E-05	0.489E-05
0.375E-03	0.440E-03
0.215E-04	0.245E-04
0.153E-01	0.184E-01
0.186E-03	0.285E-03
0.851E-05	0.999E-05
0.387E-05	0.581E-05
0.129E-01	0.159E-01
1.00	1.30
0.285E-03	0.322E-03
0.373E-05	0.441E-05
0.515E-02	0.602E-02
0.384E-01	0.480E-01
0.379E-01	0.467E-01
0.267E-02	0.315E-02
0.187E-04	0.205E-04
0.212E-03	0.248E-03
1.63	2.12
0.579E-02	0.704E-02
0.450E-01	0.562E-01
0.561E-04	0.822E-04
0.148E-06	0.193E-06
1.67	2.18
0.879E-02	0.108E-01
0.660E-03	0.747E-03
0.495E-06	0.620E-06
0.675E-03	0.772E-03
0.285E-07	0.356E-07
0.182E-02	0.218E-02
0.102E-04	0.121E-04
0.959E-07	0.125E-06
0.497E-05	0.577E-05
1.15	1.50
0.990E-08	0.137E-07
0.250E-03	0.275E-03
0.461E-01	0.553E-01
0.478E-07	0.784E-07
0.347E-06	0.447E-06
0.138E-02	0.173E-02
0.166E-04	0.193E-04
1.04	1.35
0.476	0.570
0.324	0.415
0.983E-03	0.113E-02
0.856E-02	0.993E-02
0.155E-05	0.206E-05
0.878E-05	0.988E-05
0.226	0.273
0.434E-04	0.506E-04
0.879E-04	0.103E-03
0.329E-04	0.384E-04
0.221E-02	0.265E-02
0.721E-02	0.881E-02
0.118	0.140
0.130	0.165
0.724E-06	0.870E-06
0.213	0.269
0.477E-06	0.599E-06
0.182E-06	0.242E-06
0.112E-03	0.131E-03
0.230E-04	0.265E-04
0.190E-01	0.235E-01
0.153E-04	0.178E-04
0.831E-06	0.107E-05
0.115E-03	0.133E-03
0.228E-04	0.266E-04
0.474E-02	0.574E-02
0.127E-03	0.149E-03
0.362E-05	0.429E-05
0.144E-05	0.176E-05
0.291E-02	0.393E-02
0.281E-06	0.359E-06
0.111E-01	0.130E-01
0.141E-01	0.173E-01
0.353E-03	0.437E-03
0.819E-05	0.943E-05
0.314E-02	0.379E-02
0.228E-04	0.266E-04
0.868E-02	0.106E-01
0.786E-01	0.980E-01
0.108E-03	0.115E-03
0.387E-04	0.453E-04
0.319	0.407
0.646E-06	0.804E-06
0.308E-01	0.372E-01
0.518E-06	0.638E-06
0.162	0.203
0.475E-05	0.563E-05
2.91	3.75
0.252E-02	0.305E-02
0.324E-03	0.489E-03
0.219E-03	0.255E-03
0.218E-04	0.257E-04
0.137E-02	0.164E-02
0.321E-07	0.536E-07
0.445E-02	0.535E-02
0.828E-02	0.101E-01
0.168	0.213
0.354	0.448
0.699E-03	0.768E-03
1.98	2.55
0.894E-05	0.105E-04
0.356E-03	0.414E-03
0.330E-04	0.469E-04
0.623	0.794
0.106E-03	0.117E-03
0.512E-03	0.554E-03
0.147E-01	0.181E-01
0.429E-03	0.504E-03
0.247E-07	0.338E-07
0.336E-04	0.438E-04
0.817E-07	0.104E-06
0.279E-04	0.319E-04
0.339E-05	0.405E-05
0.236E-04	0.278E-04
0.600E-02	0.700E-02
0.168	0.211
0.352E-05	0.528E-05
0.314E-01	0.388E-01
0.254E-03	0.292E-03
0.703E-05	0.769E-05
0.392E-03	0.460E-03
0.533E-02	0.631E-02
0.130E-01	0.160E-01
0.523E-04	0.582E-04
0.234E-05	0.279E-05
0.507E-04	0.588E-04
0.277E-03	0.325E-03
0.378E-03	0.418E-03
0.146E-02	0.175E-02
0.900E-05	0.115E-04
0.644E-04	0.843E-04
0.186E-02	0.223E-02
0.153E-05	0.187E-05
0.148E-03	0.165E-03
0.162	0.202
0.175E-06	0.227E-06
0.604E-02	0.737E-02
0.242E-01	0.300E-01
0.395E-02	0.442E-02
0.475E-05	0.550E-05
0.957E-02	0.117E-01
0.914E-05	0.108E-04
0.888E-05	0.105E-04
0.223E-02	0.267E-02
0.104E-02	0.119E-02
0.580E-01	0.728E-01
0.145E-02	0.166E-02
0.548E-05	0.653E-05
0.357	0.456
0.191E-05	0.225E-05
0.717E-03	0.848E-03
0.685E-04	0.796E-04
1.78	2.31
0.176E-02	0.211E-02
0.524E-03	0.591E-03
0.151	0.192
0.732E-04	0.850E-04
0.196E-02	0.234E-02
0.103	0.129
0.653E-04	0.966E-04
0.175E-06	0.223E-06
0.248E-01	0.308E-01
2.60	3.37
0.441E-02	0.641E-02
0.793E-03	0.897E-03
0.462E-04	0.537E-04
0.170E-04	0.190E-04
0.144E-06	0.199E-06
0.153E-02	0.183E-02
0.605E-03	0.715E-03
0.841E-04	0.974E-04
0.200E-02	0.242E-02
0.603E-06	0.830E-06
0.263E-05	0.369E-05
1.26	1.63
0.244E-04	0.282E-04
0.474E-03	0.558E-03
0.226	0.288
0.160E-01	0.197E-01
0.149E-03	0.174E-03
0.127E-04	0.150E-04
0.589E-05	0.787E-05
0.169E-02	0.199E-02
0.266E-06	0.341E-06
0.147E-02	0.176E-02
0.128E-04	0.166E-04
0.165E-04	0.190E-04
0.476E-02	0.579E-02
0.291	0.372
0.498E-06	0.737E-06
0.107E-01	0.129E-01
3.80	4.96
0.808E-04	0.939E-04
0.710E-05	0.844E-05
0.119E-04	0.139E-04
0.989E-01	0.122
0.137E-04	0.162E-04
0.194E-01	0.237E-01
0.278E-06	0.349E-06
0.106E-04	0.142E-04
0.306E-05	0.455E-05
0.124E-03	0.139E-03
0.388E-04	0.519E-04
0.185E-05	0.222E-05
0.124E-01	0.153E-01
0.101E-02	0.113E-02
0.892E-05	0.105E-04
0.143E-02	0.170E-02
0.541E-07	0.918E-07
0.952E-03	0.113E-02
0.148E-04	0.174E-04
0.209	0.260
0.197E-03	0.230E-03
0.168E-05	0.225E-05
0.117E-04	0.138E-04
0.418E-01	0.499E-01
0.905E-06	0.112E-05
0.131	0.163
0.498E-05	0.593E-05
0.919E-06	0.123E-05
0.943E-04	0.110E-03
0.597E-05	0.817E-05
0.289E-02	0.348E-02
0.579E-04	0.610E-04
0.122E-03	0.142E-03
0.360	0.461
0.570E-03	0.914E-03
2.56	3.33
0.123E-02	0.146E-02
0.207E-04	0.243E-04
1.23	1.58
0.220E-05	0.305E-05
0.210E-01	0.254E-01
0.441E-01	0.552E-01
0.325E-02	0.392E-02
0.376E-03	0.442E-03
0.237	0.302
0.175E-07	0.257E-07
0.131	0.166
0.292E-02	0.352E-02
0.850E-04	0.129E-03
0.537E-06	0.738E-06
0.173E-06	0.224E-06
0.878E-06	0.109E-05
0.692E-04	0.803E-04
0.128E-03	0.149E-03
0.353E-03	0.414E-03
0.146E-05	0.178E-05
0.411E-04	0.547E-04
0.118E-02	0.140E-02
0.116E-05	0.142E-05
0.358E-03	0.402E-03
0.337E-04	0.460E-04
0.179E-04	0.209E-04
0.301E-02	0.353E-02
0.222E-01	0.259E-01
0.544E-08	0.949E-08
1.69	2.20
0.430E-06	0.542E-06
0.315E-05	0.365E-05
0.112	0.136
0.811E-04	0.948E-04
0.211E-05	0.256E-05
0.777E-01	0.977E-01
0.124E-07	0.189E-07
0.106E-04	0.118E-04
0.440E-04	0.475E-04
0.607E-06	0.718E-06
0.126E-03	0.146E-03
0.463E-04	0.538E-04
0.247E-01	0.300E-01
0.894E-07	0.147E-06
0.540E-03	0.636E-03
0.267E-05	0.320E-05
0.106E-05	0.130E-05
1.61	2.09
0.967E-07	0.127E-06
0.183E-04	0.213E-04
0.168E-04	0.191E-04
0.115E-03	0.127E-03
0.153E-06	0.199E-06
0.535E-03	0.609E-03
0.365E-06	0.521E-06
0.390E-03	0.460E-03
0.308E-03	0.361E-03
0.659E-03	0.778E-03
0.768E-02	0.939E-02
0.120E-02	0.143E-02
0.225E-06	0.272E-06
0.426E-05	0.605E-05
0.512E-02	0.678E-02
0.166E-03	0.191E-03
0.354E-06	0.465E-06
0.857E-04	0.113E-03
0.635E-05	0.823E-05
0.171E-01	0.206E-01
0.787E-04	0.913E-04
0.296E-02	0.356E-02
0.475E-05	0.714E-05
0.245E-02	0.294E-02
0.242E-04	0.286E-04
0.529E-02	0.641E-02
0.564E-04	0.661E-04
0.176E-02	0.201E-02
0.393E-04	0.455E-04
0.390E-04	0.453E-04
0.208E-04	0.242E-04
0.146E-04	0.216E-04
0.164E-05	0.187E-05
0.137E-03	0.160E-03
0.241E-06	0.342E-06
1.40	1.82
0.990E-02	0.121E-01
0.160E-06	0.248E-06
0.377E-03	0.443E-03
0.410E-04	0.505E-04
0.847E-05	0.995E-05
0.346E-04	0.389E-04
0.698E-05	0.830E-05
0.207E-01	0.256E-01
0.932E-03	0.109E-02
0.556E-01	0.690E-01
0.264E-05	0.320E-05
0.569E-02	0.672E-02
0.244E-06	0.315E-06
0.306E-01	0.380E-01
0.176E-02	0.211E-02
0.948	1.23
0.285E-04	0.332E-04
0.147E-01	0.181E-01
0.211E-02	0.253E-02
0.112E-03	0.130E-03
0.622E-05	0.842E-05
0.662E-03	0.762E-03
0.941E-04	0.110E-03
0.211E-04	0.229E-04
0.104E-02	0.113E-02
0.105E-03	0.118E-03
0.276E-07	0.375E-07
0.190E-02	0.223E-02
0.651E-04	0.759E-04
0.683E-06	0.847E-06
2.47	3.19
0.642	0.828
0.157E-04	0.185E-04
0.358E-03	0.421E-03
0.156E-01	0.192E-01
0.112E-03	0.121E-03
0.441E-04	0.514E-04
0.703E-03	0.777E-03
0.154E-04	0.175E-04
0.180E-05	0.219E-05
0.417E-06	0.524E-06
0.149E-02	0.165E-02
1.09	1.40
0.230E-05	0.277E-05
0.729	0.941
0.432E-03	0.478E-03
0.351E-06	0.445E-06
0.788E-03	0.901E-03
0.336E-03	0.394E-03
0.126E-04	0.144E-04
0.347E-03	0.395E-03
0.756E-06	0.950E-06
0.830	1.07
0.121E-02	0.138E-02
0.887E-06	0.128E-05
0.438	0.564
0.451	0.581
0.268E-02	0.428E-02
4.34	5.68
0.261E-04	0.307E-04
0.585E-04	0.664E-04
0.208E-03	0.235E-03
0.850E-07	0.117E-06
0.378E-03	0.445E-03
0.217E-07	0.327E-07
0.189	0.241
0.256E-01	0.312E-01
0.329E-03	0.379E-03
0.423E-02	0.498E-02
0.312E-03	0.335E-03
0.360E-03	0.390E-03
0.427E-07	0.702E-07
0.832E-01	0.105
0.391E-02	0.473E-02
0.106E-03	0.123E-03
0.723E-05	0.850E-05
0.970E-04	0.113E-03
0.260E-04	0.282E-04
0.177E-01	0.218E-01
0.534E-04	0.601E-04
0.110E-02	0.131E-02
0.649E-03	0.773E-03
0.711E-03	0.789E-03
0.325E-01	0.399E-01
0.121	0.153
0.783E-05	0.920E-05
0.737E-01	0.928E-01
0.208	0.261
0.416E-01	0.520E-01
0.847E-05	0.997E-05
0.120	0.152
0.178E-03	0.202E-03
0.457E-03	0.537E-03
0.925E-05	0.109E-04
0.394E-03	0.467E-03
1.52	1.97
0.236E-05	0.357E-05
0.216E-04	0.252E-04
0.148E-05	0.215E-05
0.100E-04	0.124E-04
0.143E-04	0.157E-04
0.420E-04	0.478E-04
0.137E-03	0.153E-03
0.128E-06	0.160E-06
0.490E-03	0.577E-03
0.314E-02	0.364E-02
0.421E-06	0.586E-06
0.199E-03	0.232E-03
0.875E-01	0.108
0.174E-05	0.230E-05
0.109E-03	0.128E-03
0.330E-02	0.393E-02
0.314E-05	0.425E-05
0.972E-01	0.123
0.689E-05	0.815E-05
0.453E-01	0.567E-01
0.219	0.279
0.359E-04	0.409E-04
0.709E-02	0.839E-02
0.958E-02	0.117E-01
0.344E-01	0.428E-01
0.160E-03	0.189E-03
0.398E-02	0.481E-02
0.314E-02	0.364E-02
0.159	0.197
0.165E-04	0.184E-04
0.109E-01	0.134E-01
0.164E-05	0.199E-05
0.401E-05	0.445E-05
0.102E-01	0.120E-01
0.176E-02	0.212E-02
0.247E-05	0.297E-05
0.161E-05	0.197E-05
0.524E-05	0.621E-05
0.374E-05	0.407E-05
0.235E-04	0.273E-04
0.332E-02	0.384E-02
0.625	0.807
0.426E-01	0.533E-01
0.374E-03	0.496E-03
0.220E-04	0.308E-04
0.855E-04	0.965E-04
0.349E-07	0.460E-07
0.126E-06	0.179E-06
0.665E-01	0.818E-01
0.145E-03	0.157E-03
0.383E-03	0.456E-03
0.113E-05	0.139E-05
0.290E-03	0.323E-03
0.659E-07	0.896E-07
0.116E-01	0.142E-01
0.432E-07	0.581E-07
0.121	0.153
0.542E-06	0.676E-06
0.103E-01	0.127E-01
0.157E-03	0.182E-03
0.766E-02	0.902E-02
0.811E-03	0.960E-03
0.381E-02	0.461E-02
0.820E-02	0.970E-02
0.508E-02	0.621E-02
0.535E-01	0.672E-01
0.343E-05	0.410E-05
0.343E-04	0.382E-04
0.119E-02	0.142E-02
0.100E-04	0.118E-04
2.32	3.02
0.349E-03	0.410E-03
0.526E-03	0.606E-03
0.457E-04	0.533E-04
0.164E-03	0.185E-03
0.347E-01	0.433E-01
0.449E-06	0.567E-06
0.431E-02	0.482E-02
0.492E-07	0.638E-07
0.477E-03	0.556E-03
0.306E-04	0.358E-04
0.675E-04	0.768E-04
0.105E-02	0.122E-02
0.102E-04	0.113E-04
0.558	0.715
0.949E-02	0.116E-01
0.144E-01	0.177E-01
0.118E-04	0.139E-04
0.178E-06	0.232E-06
0.312E-02	0.353E-02
0.556E-04	0.771E-04
0.574	0.739
0.878E-01	0.109
0.535E-03	0.632E-03
0.179E-02	0.230E-02
0.503E-04	0.576E-04
0.289E-06	0.362E-06
0.643E-04	0.705E-04
0.531E-05	0.618E-05
0.182E-06	0.235E-06
0.368E-03	0.413E-03
0.838E-06	0.120E-05
0.239	0.302
0.101E-06	0.127E-06
0.745E-05	0.877E-05
0.494E-01	0.619E-01
0.110E-02	0.130E-02
0.271E-05	0.326E-05
0.147E-03	0.169E-03
0.687E-06	0.848E-06
0.142E-04	0.166E-04
0.703E-04	0.819E-04
0.448E-02	0.543E-02
0.271E-06	0.361E-06
0.138E-04	0.185E-04
0.748E-03	0.851E-03
0.641E-03	0.761E-03
0.736E-01	0.927E-01
0.235	0.297
0.299E-06	0.394E-06
0.432E-06	0.590E-06
0.600E-05	0.712E-05
0.127E-05	0.155E-05
0.153E-01	0.183E-01
0.298E-02	0.363E-02
0.732E-06	0.913E-06
0.994E-03	0.119E-02
0.416E-03	0.481E-03
0.243E-01	0.294E-01
1.16	1.52
0.789E-01	0.991E-01
0.477E-06	0.599E-06
0.233E-01	0.289E-01
1.45	1.87
0.101E-04	0.119E-04
0.350E-03	0.471E-03
0.426E-03	0.500E-03
0.502E-03	0.597E-03
0.147E-02	0.172E-02
0.164E-03	0.251E-03
0.553	0.713
0.599E-06	0.683E-06
0.115E-04	0.140E-04
0.716E-06	0.798E-06
0.896E-03	0.106E-02
0.125E-02	0.148E-02
0.148E-01	0.178E-01
0.546E-02	0.639E-02
0.163E-06	0.209E-06
0.204E-05	0.246E-05
0.583E-04	0.680E-04
0.432E-04	0.502E-04
0.132E-07	0.204E-07
0.548E-04	0.637E-04
0.110E-01	0.131E-01
0.768E-02	0.936E-02
0.223E-06	0.279E-06
0.127E-02	0.151E-02
0.129E-03	0.157E-03
0.759E-04	0.885E-04
0.159E-02	0.190E-02
2.10	2.74
0.727E-03	0.816E-03
0.183	0.231
0.445E-01	0.546E-01
0.715E-05	0.100E-04
0.227E-04	0.264E-04
0.303	0.387
0.136E-04	0.148E-04
0.730E-03	0.843E-03
0.287E-04	0.333E-04
0.459E-01	0.567E-01
0.414E-03	0.487E-03
0.984E-05	0.124E-04
0.271	0.343
0.352E-04	0.408E-04
0.628E-03	0.720E-03
0.102E-04	0.119E-04
0.491E-02	0.593E-02
0.491E-05	0.579E-05
0.119E-01	0.144E-01
0.407	0.522
0.724E-04	0.842E-04
0.113	0.143
0.742E-05	0.882E-05
0.539E-07	0.724E-07
0.433E-07	0.710E-07
0.913E-05	0.107E-04
0.957E-02	0.110E-01
0.626E-03	0.877E-03
0.338E-01	0.421E-01
0.110E-02	0.128E-02
0.682E-06	0.972E-06
0.769E-05	0.102E-04
0.166E-03	0.186E-03
0.322E-04	0.376E-04
0.530E-04	0.805E-04
0.249	0.319
0.317E-03	0.358E-03
0.539E-05	0.655E-05
0.487E-05	0.545E-05
0.130E-03	0.179E-03
0.181E-04	0.212E-04
0.105E-04	0.124E-04
0.185E-02	0.217E-02
0.763E-06	0.939E-06
0.387E-01	0.483E-01
0.250E-01	0.296E-01
0.248E-01	0.301E-01
0.170E-02	0.203E-02
0.988E-07	0.129E-06
0.784E-06	0.972E-06
0.564E-01	0.971E-01
0.710E-07	0.945E-07
0.238E-04	0.264E-04
0.929E-03	0.110E-02
0.648E-03	0.874E-03
0.121E-03	0.141E-03
0.371E-04	0.432E-04
0.531E-02	0.638E-02
0.648E-04	0.759E-04
0.149E-06	0.224E-06
0.193E-03	0.225E-03
0.194	0.247
0.546E-02	0.663E-02
0.340E-06	0.454E-06
0.197E-07	0.262E-07
0.116E-03	0.133E-03
0.198E-01	0.240E-01
0.199E-05	0.237E-05
0.705E-04	0.940E-04
0.122E-04	0.144E-04
0.163E-06	0.209E-06
0.507E-03	0.597E-03
4.42	5.76
0.697E-06	0.863E-06
0.148	0.184
0.186E-01	0.230E-01
0.190E-03	0.213E-03
0.212E-03	0.232E-03
0.579E-02	0.704E-02
0.190E-03	0.255E-03
0.208E-05	0.292E-05
0.293	0.374
0.552E-04	0.765E-04
0.128E-05	0.198E-05
0.122E-06	0.199E-06
0.651E-06	0.799E-06
0.298E-03	0.350E-03
0.773E-05	0.910E-05
0.108E-01	0.133E-01
0.132E-03	0.153E-03
0.189E-05	0.228E-05
0.130E-04	0.153E-04
0.203E-01	0.252E-01
0.197E-03	0.223E-03
0.377E-06	0.478E-06
0.797E-04	0.929E-04
0.558E-05	0.661E-05
0.314E-05	0.358E-05
0.300E-03	0.352E-03
0.268E-05	0.321E-05
0.234	0.299
0.134E-06	0.173E-06
3.25	4.24
0.116E-06	0.154E-06
1.18	1.53
0.237E-02	0.279E-02
0.712E-03	0.848E-03
0.255E-02	0.283E-02
0.457E-05	0.544E-05
0.131	0.166
0.751E-02	0.918E-02
0.206E-02	0.240E-02
0.709E-03	0.776E-03
0.108E-03	0.124E-03
0.221E-01	0.264E-01
3.85	5.01
0.200E-02	0.235E-02
0.188E-05	0.229E-05
0.512E-01	0.642E-01
0.117E-06	0.165E-06
0.388E-07	0.499E-07
0.935E-04	0.103E-03
0.124	0.152
0.264E-05	0.318E-05
0.593E-04	0.693E-04
0.834E-05	0.107E-04
0.629E-04	0.713E-04
0.339E-04	0.393E-04
1.98	2.57
0.493E-06	0.618E-06
0.472	0.607
0.546E-07	0.727E-07
0.158E-06	0.232E-06
0.817E-02	0.977E-02
0.137E-04	0.162E-04
0.121E-05	0.143E-05
0.351E-03	0.392E-03
0.378E-05	0.453E-05
0.487E-07	0.676E-07
0.398E-06	0.494E-06
0.397E-05	0.457E-05
0.549E-06	0.670E-06
0.517E-03	0.611E-03
0.696E-02	0.850E-02
0.543E-05	0.677E-05
0.513E-01	0.639E-01
0.515E-03	0.607E-03
0.512E-05	0.610E-05
0.104E-01	0.128E-01
0.104E-03	0.150E-03
0.270E-02	0.325E-02
0.370E-02	0.426E-02
0.389E-04	0.547E-04
0.396E-03	0.466E-03
0.150E-07	0.238E-07
0.419E-05	0.481E-05
0.944E-02	0.111E-01
0.374E-02	0.447E-02
0.205	0.261
0.172E-03	0.187E-03
0.591E-05	0.677E-05
0.659E-04	0.766E-04
0.545E-05	0.721E-05
0.228E-05	0.298E-05
0.794	1.02
0.129E-06	0.168E-06
0.256E-06	0.365E-06
0.136E-06	0.174E-06
0.438E-07	0.660E-07
0.142E-05	0.178E-05
0.664E-04	0.772E-04
0.156E-06	0.208E-06
0.586E-03	0.651E-03
0.303E-03	0.335E-03
0.115E-03	0.133E-03
0.699E-03	0.787E-03
0.158E-02	0.186E-02
0.324E-05	0.407E-05
0.428E-04	0.487E-04
0.112	0.142
0.114E-03	0.143E-03
0.108E-03	0.126E-03
0.430E-05	0.636E-05
0.345E-03	0.503E-03
0.716E-06	0.870E-06
0.142	0.176
0.890E-03	0.100E-02
0.239E-04	0.270E-04
0.140E-03	0.164E-03
0.868E-03	0.103E-02
0.337E-06	0.429E-06
1.05	1.37
0.891E-03	0.987E-03
0.956E-03	0.114E-02
0.362E-03	0.430E-03
0.161E-02	0.192E-02
0.272E-03	0.317E-03
1.23	1.56
0.828E-05	0.126E-04
0.101E-04	0.141E-04
0.330E-03	0.388E-03
0.699E-02	0.837E-02
0.299E-05	0.393E-05
0.962E-04	0.112E-03
0.194E-03	0.227E-03
0.973E-04	0.128E-03
0.100E-03	0.117E-03
0.402E-01	0.502E-01
0.236E-04	0.274E-04
0.123E-04	0.143E-04
0.343E-02	0.415E-02
0.578E-05	0.662E-05
2.11	2.73
0.173E-01	0.213E-01
0.149E-05	0.214E-05
0.399E-01	0.484E-01
0.892E-04	0.101E-03
0.355E-06	0.439E-06
0.383E-03	0.583E-03
0.322E-03	0.379E-03
0.104E-05	0.160E-05
0.157E-03	0.183E-03
0.968E-04	0.104E-03
0.240	0.307
0.440E-02	0.515E-02
0.182E-05	0.220E-05
0.747E-03	0.844E-03
0.116E-04	0.167E-04
0.294E-03	0.327E-03
0.914E-03	0.108E-02
0.109E-02	0.124E-02
0.479E-05	0.570E-05
0.178E-06	0.251E-06
0.504E-03	0.594E-03
0.522E-06	0.686E-06
0.297E-01	0.370E-01
0.545E-07	0.729E-07
0.433E-08	0.576E-08
0.327E-02	0.384E-02
0.109E-02	0.126E-02
0.142E-01	0.175E-01
0.258E-02	0.308E-02
0.824E-08	0.115E-07
0.330E-06	0.425E-06
0.900E-02	0.106E-01
0.234	0.298
0.260E-04	0.305E-04
0.678E-03	0.804E-03
0.765E-04	0.819E-04
0.400E-02	0.485E-02
0.166E-06	0.197E-06
0.606E-04	0.692E-04
0.185E-03	0.217E-03
0.616E-05	0.834E-05
0.450E-02	0.545E-02
0.584E-05	0.626E-05
0.446E-05	0.523E-05
0.400E-06	0.503E-06
0.110E-01	0.130E-01
0.564	0.726
0.425E-01	0.518E-01
2.60	3.31
0.542E-02	0.630E-02
0.138E-07	0.222E-07
0.209E-04	0.244E-04
0.143E-02	0.165E-02
0.766E-04	0.889E-04
0.272E-02	0.328E-02
0.192E-01	0.238E-01
0.194E-05	0.255E-05
0.325E-02	0.384E-02
0.191E-02	0.229E-02
1.96	2.53
0.221E-04	0.231E-04
0.559E-01	0.900E-01
0.541E-02	0.627E-02
0.127E-03	0.154E-03
0.164E-05	0.192E-05
0.311E-04	0.473E-04
0.696E-06	0.867E-06
0.463E-02	0.543E-02
0.101E-06	0.150E-06
0.125E-04	0.143E-04
0.821E-05	0.960E-05
0.199E-07	0.289E-07
0.131E-01	0.155E-01
0.509	0.655
0.450E-02	0.547E-02
0.459E-04	0.535E-04
0.631E-07	0.825E-07
0.833E-05	0.122E-04
0.125E-05	0.193E-05
0.243E-04	0.317E-04
0.199E-02	0.238E-02
0.575E-06	0.793E-06
0.233	0.298
0.104E-05	0.130E-05
0.276E-01	0.337E-01
0.419E-02	0.507E-02
0.115E-05	0.141E-05
0.770E-03	0.878E-03
0.259E-02	0.312E-02
0.115	0.144
0.528E-01	0.649E-01
0.996E-03	0.118E-02
0.361E-07	0.532E-07
0.377E-04	0.428E-04
0.984E-02	0.117E-01
0.620E-04	0.720E-04
0.249E-03	0.322E-03
0.820E-01	0.101
0.168E-04	0.184E-04
0.316E-03	0.352E-03
0.122E-05	0.139E-05
0.250E-02	0.294E-02
0.121	0.153
0.891E-06	0.115E-05
0.176E-05	0.209E-05
0.240E-04	0.279E-04
0.136E-02	0.148E-02
0.108E-01	0.132E-01
0.372E-04	0.433E-04
0.676E-07	0.898E-07
0.135E-05	0.179E-05
0.422E-02	0.595E-02
0.405E-03	0.449E-03
0.203E-06	0.300E-06
0.319E-03	0.374E-03
0.787E-05	0.929E-05
0.157E-03	0.184E-03
0.230E-03	0.270E-03
0.320E-02	0.385E-02
0.445E-06	0.559E-06
0.299E-04	0.351E-04
0.578E-07	0.830E-07
0.215E-02	0.250E-02
0.187E-05	0.210E-05
0.108E-01	0.133E-01
0.418E-04	0.483E-04
0.127E-05	0.154E-05
0.108E-02	0.129E-02
0.468E-05	0.559E-05
0.134E-06	0.175E-06
0.116E-03	0.132E-03
0.403E-01	0.503E-01
0.215	0.274
0.564E-04	0.654E-04
0.444E-06	0.557E-06
0.115E-04	0.133E-04
0.216E-02	0.258E-02
0.195E-04	0.228E-04
0.498E-03	0.540E-03
0.139E-04	0.164E-04
0.718E-06	0.963E-06
0.209E-04	0.244E-04
0.445E-02	0.540E-02
0.124E-03	0.138E-03
0.284E-04	0.330E-04
0.151E-02	0.183E-02
0.138E-02	0.164E-02
0.202E-06	0.266E-06
0.300E-01	0.374E-01
0.813E-02	0.995E-02
0.249E-05	0.320E-05
0.324	0.415
0.724E-05	0.854E-05
0.207E-05	0.243E-05
0.203E-04	0.230E-04
0.453E-05	0.529E-05
0.300E-01	0.373E-01
0.493	0.628
0.375E-04	0.440E-04
0.820E-07	0.143E-06
0.231	0.284
0.174	0.218
0.164E-04	0.191E-04
0.607	0.779
0.733E-05	0.101E-04
0.708E-01	0.890E-01
0.233E-06	0.299E-06
0.323E-03	0.372E-03
0.855E-03	0.102E-02
0.203	0.259
0.176E-01	0.208E-01
0.159E-02	0.186E-02
0.114E-04	0.134E-04
0.202E-02	0.243E-02
0.728E-06	0.909E-06
0.180E-03	0.205E-03
0.360E-05	0.486E-05
0.837E-05	0.101E-04
0.278E-05	0.386E-05
0.371E-05	0.445E-05
0.480E-05	0.572E-05
0.101E-03	0.107E-03
0.588E-01	0.739E-01
0.273E-01	0.330E-01
0.596E-04	0.689E-04
0.109E-03	0.124E-03
0.129E-02	0.150E-02
0.222E-05	0.265E-05
0.241E-04	0.263E-04
0.112E-03	0.128E-03
0.507E-02	0.616E-02
0.424E-01	0.530E-01
0.190E-03	0.277E-03
0.180E-02	0.203E-02
0.692E-02	0.823E-02
0.127E-01	0.157E-01
0.551E-05	0.654E-05
0.272E-06	0.347E-06
0.193E-03	0.226E-03
1.75	2.26
0.301E-03	0.354E-03
0.131E-03	0.153E-03
0.205E-03	0.230E-03
1.62	2.11
0.244E-03	0.286E-03
0.133E-03	0.190E-03
0.396E-03	0.468E-03
0.816E-02	0.997E-02
0.485E-03	0.711E-03
0.249E-05	0.299E-05
0.440E-02	0.512E-02
0.245	0.310
0.749E-03	0.867E-03
0.360	0.461
0.586E-05	0.693E-05
0.203E-06	0.261E-06
0.204E-07	0.272E-07
0.124E-02	0.148E-02
0.117E-05	0.136E-05
0.168E-05	0.214E-05
0.124E-04	0.145E-04
0.258E-01	0.320E-01
0.218E-02	0.262E-02
0.123E-03	0.149E-03
0.613E-02	0.733E-02
0.236E-02	0.285E-02
0.167E-06	0.227E-06
0.634E-07	0.843E-07
0.392	0.497
0.143	0.177
0.629	0.812
