LO_ms[pb]	NLO_ms[pb]
0.372E-06	0.457E-06
0.976E-05	0.115E-04
0.265E-07	0.365E-07
0.314E-05	0.378E-05
0.290E-03	0.379E-03
0.436E-03	0.484E-03
0.519E-07	0.731E-07
0.109E-03	0.123E-03
0.766	0.990
1.34	1.73
0.267E-01	0.332E-01
0.539E-04	0.632E-04
0.132E-03	0.163E-03
0.758E-03	0.917E-03
0.354E-06	0.575E-06
0.954E-06	0.139E-05
0.660E-04	0.762E-04
0.174E-05	0.244E-05
0.262E-04	0.290E-04
0.211E-01	0.274E-01
0.560E-02	0.681E-02
0.106E-01	0.130E-01
0.605E-02	0.736E-02
0.636E-02	0.774E-02
0.322E-04	0.409E-04
0.141E-01	0.173E-01
0.137E-01	0.167E-01
0.996E-08	0.137E-07
0.685E-04	0.737E-04
0.252	0.323
0.174E-05	0.211E-05
0.136E-02	0.164E-02
6.35	8.33
0.463E-02	0.546E-02
0.967E-05	0.114E-04
0.113E-05	0.158E-05
0.211E-03	0.250E-03
0.220E-06	0.343E-06
0.314E-02	0.360E-02
0.827E-06	0.111E-05
0.139E-02	0.166E-02
0.243	0.307
0.958E-04	0.111E-03
0.238E-05	0.295E-05
0.572E-06	0.904E-06
0.274E-04	0.315E-04
0.215E-04	0.265E-04
0.482E-03	0.567E-03
0.490E-06	0.616E-06
0.130E-05	0.160E-05
0.338E-01	0.397E-01
0.129E-01	0.158E-01
0.538E-03	0.634E-03
0.132E-01	0.163E-01
0.486E-02	0.590E-02
0.380E-02	0.459E-02
0.617E-03	0.731E-03
0.135E-07	0.188E-07
0.297	0.380
0.140	0.175
0.251E-06	0.322E-06
0.185E-06	0.279E-06
0.132E-01	0.162E-01
0.100E-04	0.132E-04
0.420E-06	0.650E-06
0.565	0.706
0.121E-04	0.151E-04
0.858E-07	0.124E-06
0.539	0.695
0.374E-07	0.502E-07
0.110E-03	0.129E-03
0.448E-04	0.598E-04
0.920E-01	0.116
0.293E-01	0.364E-01
0.880E-06	0.108E-05
0.101E-01	0.113E-01
0.991E-01	0.125
0.593E-04	0.742E-04
0.126E-03	0.145E-03
0.306E-04	0.358E-04
0.360E-01	0.449E-01
2.01	2.63
0.115E-03	0.134E-03
0.164	0.206
0.439E-02	0.532E-02
0.354E-01	0.433E-01
0.292E-01	0.347E-01
0.384	0.493
0.101E-04	0.118E-04
0.175E-02	0.209E-02
0.811E-02	0.948E-02
0.114E-02	0.136E-02
0.246E-02	0.296E-02
0.193E-02	0.226E-02
0.627E-04	0.671E-04
0.986E-02	0.118E-01
1.39	1.79
0.195E-04	0.245E-04
0.146E-03	0.229E-03
0.148E-03	0.172E-03
0.224E-05	0.294E-05
0.120E-05	0.185E-05
0.556E-04	0.648E-04
0.143	0.180
0.158E-06	0.204E-06
0.310E-03	0.365E-03
0.134E-03	0.157E-03
0.169E-04	0.225E-04
0.466E-03	0.521E-03
0.941E-02	0.115E-01
0.153E-05	0.186E-05
0.806E-03	0.924E-03
0.124E-01	0.153E-01
0.188E-01	0.233E-01
0.812E-06	0.100E-05
0.647E-02	0.794E-02
0.501E-01	0.618E-01
0.241E-04	0.315E-04
0.101E-06	0.155E-06
0.554E-05	0.656E-05
0.127E-05	0.166E-05
0.332	0.420
0.148E-04	0.173E-04
0.229E-02	0.269E-02
0.285E-04	0.334E-04
0.132E-06	0.170E-06
0.500E-06	0.698E-06
0.542E-01	0.674E-01
0.687E-02	0.838E-02
0.685E-03	0.811E-03
0.192E-04	0.224E-04
0.736E-06	0.112E-05
0.190E-03	0.215E-03
0.315E-03	0.370E-03
0.884E-04	0.103E-03
0.580E-04	0.793E-04
0.192E-04	0.224E-04
0.371E-04	0.431E-04
0.283E-03	0.318E-03
0.254E-02	0.307E-02
0.139E-04	0.163E-04
0.641E-05	0.762E-05
0.218E-06	0.290E-06
0.375E-07	0.646E-07
0.330E-02	0.399E-02
0.475E-04	0.520E-04
0.108E-05	0.133E-05
0.588E-04	0.652E-04
0.299E-06	0.396E-06
0.933E-01	0.115
0.508E-02	0.604E-02
0.757E-05	0.898E-05
0.271E-02	0.328E-02
0.194	0.247
0.688E-01	0.865E-01
0.176E-04	0.208E-04
0.159E-05	0.194E-05
0.104E-03	0.122E-03
0.792E-08	0.127E-07
0.430E-02	0.520E-02
0.193E-03	0.226E-03
0.122E-04	0.143E-04
0.468E-03	0.545E-03
0.810E-03	0.959E-03
0.693E-02	0.809E-02
0.502E-04	0.570E-04
0.110E-01	0.135E-01
0.305E-03	0.358E-03
0.309E-05	0.370E-05
0.388E-02	0.464E-02
0.211E-02	0.240E-02
0.182E-06	0.229E-06
0.339E-02	0.408E-02
0.252E-05	0.304E-05
0.345E-05	0.457E-05
0.227E-04	0.333E-04
0.596E-05	0.707E-05
0.458E-07	0.605E-07
0.252E-05	0.348E-05
0.176E-01	0.212E-01
0.127E-02	0.151E-02
0.260E-05	0.322E-05
0.972E-03	0.113E-02
0.403E-06	0.508E-06
0.127	0.161
0.847E-04	0.989E-04
0.349E-01	0.434E-01
0.448E-04	0.519E-04
0.836E-06	0.103E-05
0.355E-05	0.425E-05
0.226E-05	0.288E-05
0.165E-04	0.193E-04
0.229E-02	0.262E-02
0.212E-03	0.248E-03
0.211E-04	0.282E-04
0.429	0.551
0.221E-01	0.274E-01
0.764E-04	0.980E-04
0.426E-02	0.500E-02
0.800E-04	0.116E-03
0.579E-03	0.683E-03
0.136E-04	0.160E-04
0.545E-06	0.725E-06
0.175E-02	0.204E-02
0.866E-03	0.980E-03
0.286E-05	0.343E-05
0.376E-07	0.513E-07
0.202E-03	0.246E-03
0.387E-06	0.521E-06
0.348E-02	0.421E-02
0.359E-03	0.423E-03
0.163E-03	0.242E-03
0.305E-02	0.368E-02
0.683E-01	0.859E-01
0.676E-02	0.805E-02
0.316E-05	0.379E-05
0.233	0.297
0.139E-01	0.171E-01
0.580E-04	0.663E-04
0.279E-01	0.342E-01
0.986E-02	0.121E-01
0.292E-03	0.320E-03
0.316E-02	0.367E-02
0.698E-03	0.825E-03
0.108	0.137
0.584E-03	0.688E-03
0.349E-04	0.406E-04
0.408E-05	0.486E-05
0.921E-03	0.107E-02
0.439E-07	0.624E-07
0.829	1.06
1.16	1.49
0.770E-07	0.101E-06
0.127	0.158
0.667E-05	0.786E-05
0.176E-02	0.206E-02
0.850E-04	0.927E-04
0.601E-05	0.714E-05
0.194E-06	0.251E-06
0.178E-04	0.273E-04
0.252E-01	0.302E-01
0.267E-01	0.332E-01
0.850E-04	0.988E-04
0.816E-01	0.961E-01
0.243E-04	0.285E-04
0.204	0.260
0.956E-06	0.149E-05
0.170	0.216
0.155E-01	0.192E-01
0.383E-06	0.581E-06
0.509E-05	0.679E-05
0.104E-07	0.176E-07
0.790E-02	0.937E-02
0.103E-03	0.120E-03
0.942E-02	0.115E-01
0.122E-02	0.157E-02
0.968E-06	0.119E-05
0.123E-03	0.143E-03
0.904E-02	0.111E-01
0.775E-02	0.946E-02
0.237E-04	0.277E-04
0.105E-06	0.146E-06
0.110E-01	0.135E-01
0.846E-02	0.101E-01
0.226E-02	0.248E-02
0.213E-01	0.264E-01
0.213E-06	0.274E-06
0.247E-04	0.318E-04
0.139E-04	0.162E-04
0.667E-05	0.769E-05
0.719E-04	0.771E-04
0.144E-01	0.176E-01
0.787E-02	0.927E-02
0.824E-02	0.101E-01
0.756E-03	0.111E-02
0.235E-07	0.366E-07
0.230E-05	0.290E-05
0.589E-01	0.739E-01
4.97	6.49
0.171E-04	0.200E-04
0.105E-01	0.129E-01
0.709E-07	0.115E-06
0.650E-05	0.771E-05
0.229	0.284
0.167	0.212
0.138E-01	0.167E-01
0.265E-03	0.310E-03
0.376E-02	0.455E-02
0.161E-05	0.190E-05
0.166	0.211
0.242E-04	0.354E-04
0.614E-01	0.760E-01
0.790E-01	0.981E-01
0.196E-01	0.228E-01
0.859E-04	0.972E-04
0.695E-04	0.770E-04
0.192E-04	0.225E-04
0.117E-04	0.137E-04
0.578E-03	0.681E-03
0.666E-06	0.770E-06
0.838E-04	0.123E-03
0.319E-03	0.344E-03
0.242	0.309
0.221E-04	0.255E-04
0.205E-03	0.240E-03
0.133E-04	0.156E-04
0.141E-01	0.174E-01
0.459E-02	0.544E-02
0.132E-04	0.150E-04
0.362E-01	0.444E-01
0.165E-05	0.259E-05
0.117E-05	0.179E-05
0.100E-03	0.116E-03
0.420E-03	0.475E-03
0.171E-04	0.211E-04
0.106E-03	0.119E-03
0.582	0.750
0.151E-01	0.186E-01
0.387E-05	0.462E-05
0.329E-07	0.530E-07
0.347E-05	0.417E-05
0.904E-04	0.104E-03
0.425E-02	0.519E-02
0.140E-05	0.170E-05
1.45	1.89
0.561E-03	0.661E-03
0.568E-05	0.750E-05
0.810E-04	0.940E-04
0.730E-02	0.869E-02
0.144E-04	0.169E-04
0.673E-05	0.963E-05
0.185E-03	0.215E-03
0.525E-07	0.652E-07
0.143E-02	0.171E-02
0.546E-05	0.741E-05
0.117E-04	0.136E-04
0.154	0.193
0.432E-02	0.504E-02
0.293E-07	0.388E-07
0.218E-07	0.343E-07
0.373E-06	0.522E-06
0.133E-02	0.159E-02
0.578E-05	0.722E-05
0.977E-06	0.122E-05
0.805E-08	0.112E-07
0.263E-06	0.402E-06
0.236E-01	0.293E-01
0.134E-03	0.143E-03
0.107E-02	0.122E-02
0.156E-05	0.188E-05
0.107E-05	0.131E-05
0.403E-05	0.514E-05
0.896E-06	0.994E-06
1.69	2.08
0.855E-05	0.101E-04
0.579E-07	0.753E-07
0.289E-03	0.328E-03
0.305E-03	0.358E-03
0.149E-04	0.164E-04
0.375E-01	0.468E-01
0.117E-03	0.180E-03
0.114E-04	0.133E-04
0.171E-06	0.224E-06
0.886E-06	0.108E-05
0.685E-04	0.784E-04
0.243	0.310
0.276E-04	0.321E-04
0.886E-04	0.103E-03
0.442E-02	0.536E-02
0.129E-02	0.147E-02
0.103E-03	0.121E-03
0.839E-05	0.988E-05
0.415E-02	0.503E-02
0.412E-04	0.566E-04
0.491E-02	0.595E-02
0.308E-01	0.370E-01
0.653	0.841
0.922E-04	0.108E-03
0.333E-02	0.375E-02
7.22	9.50
0.340E-02	0.411E-02
0.780E-02	0.914E-02
0.184E-03	0.214E-03
0.817E-03	0.969E-03
0.386E-06	0.466E-06
0.155E-06	0.200E-06
0.985E-02	0.118E-01
0.643E-01	0.807E-01
0.374E-03	0.440E-03
0.475E-06	0.591E-06
0.583E-05	0.680E-05
0.455E-01	0.552E-01
0.934E-06	0.118E-05
0.173E-02	0.206E-02
0.297E-01	0.364E-01
0.185E-05	0.224E-05
0.251E-03	0.295E-03
0.112E-02	0.134E-02
0.233E-04	0.360E-04
0.719E-06	0.894E-06
0.221E-03	0.258E-03
0.457E-03	0.540E-03
0.781E-04	0.117E-03
0.286E-06	0.424E-06
0.647E-07	0.849E-07
0.403	0.518
0.604E-04	0.871E-04
0.605E-06	0.790E-06
0.619	0.787
0.418E-05	0.587E-05
0.963	1.24
0.390E-01	0.487E-01
0.554E-04	0.592E-04
0.158E-06	0.245E-06
0.200	0.253
0.485E-03	0.555E-03
0.387E-03	0.430E-03
0.137E-03	0.160E-03
0.128E-03	0.158E-03
0.292E-04	0.393E-04
0.328E-01	0.387E-01
0.370E-04	0.403E-04
0.529E-04	0.613E-04
0.397E-04	0.467E-04
0.174	0.218
0.495E-03	0.623E-03
0.175E-01	0.212E-01
1.56	2.04
0.311E-04	0.353E-04
0.427E-07	0.546E-07
0.109E-05	0.166E-05
0.623E-03	0.742E-03
0.153E-05	0.178E-05
0.209E-03	0.245E-03
0.113E-01	0.137E-01
0.373E-02	0.450E-02
0.396E-05	0.456E-05
0.136	0.172
0.119E-03	0.139E-03
0.654E-05	0.950E-05
0.701E-05	0.850E-05
0.413E-01	0.515E-01
0.243E-05	0.310E-05
0.110E-04	0.169E-04
0.697E-05	0.826E-05
0.414E-01	0.517E-01
0.233E-05	0.307E-05
0.902E-03	0.111E-02
0.794E-04	0.922E-04
0.947E-02	0.116E-01
0.129E-01	0.159E-01
0.746E-05	0.861E-05
0.616	0.778
0.148E-01	0.182E-01
0.838	1.06
0.675E-06	0.837E-06
0.308E-02	0.361E-02
0.106E-04	0.125E-04
0.299E-01	0.372E-01
0.222E-05	0.317E-05
0.424E-02	0.514E-02
0.471E-05	0.562E-05
0.999E-02	0.117E-01
0.473E-05	0.564E-05
0.656E-05	0.773E-05
0.667E-06	0.827E-06
0.554E-07	0.773E-07
0.578E-03	0.668E-03
0.115E-06	0.151E-06
0.180E-06	0.232E-06
0.235E-02	0.270E-02
0.537E-06	0.679E-06
0.413E-04	0.462E-04
0.577E-03	0.659E-03
0.137E-02	0.160E-02
0.104E-03	0.121E-03
0.364E-04	0.426E-04
0.152E-04	0.168E-04
0.147E-03	0.164E-03
0.706	0.912
0.125E-05	0.153E-05
0.429E-01	0.535E-01
0.220E-06	0.270E-06
0.246	0.316
0.151E-03	0.226E-03
0.384E-04	0.446E-04
0.110E-03	0.126E-03
0.183E-04	0.210E-04
0.765E-04	0.891E-04
0.111E-01	0.134E-01
0.450	0.572
0.361E-05	0.435E-05
0.400E-04	0.464E-04
0.594E-04	0.692E-04
0.880E-02	0.105E-01
0.228E-01	0.269E-01
0.195E-03	0.229E-03
0.559E-01	0.679E-01
0.169E-04	0.200E-04
0.270E-02	0.326E-02
0.278E-07	0.392E-07
0.781E-06	0.973E-06
0.531E-03	0.664E-03
0.591E-02	0.706E-02
0.114E-05	0.140E-05
0.156E-04	0.201E-04
0.233E-06	0.354E-06
0.142E-05	0.174E-05
0.278E-03	0.326E-03
1.29	1.65
0.928E-04	0.108E-03
0.184E-01	0.222E-01
0.465E-03	0.536E-03
0.965E-03	0.146E-02
0.878E-03	0.104E-02
0.353E-05	0.425E-05
0.461	0.587
0.161E-04	0.188E-04
0.403E-04	0.470E-04
0.565E-05	0.675E-05
0.280E-05	0.337E-05
2.82	3.67
0.392E-01	0.489E-01
0.177E-04	0.197E-04
0.228E-03	0.298E-03
0.170E-02	0.204E-02
0.569E-05	0.671E-05
0.150E-03	0.170E-03
0.529E-02	0.624E-02
0.705E-03	0.798E-03
0.389E-04	0.453E-04
0.145	0.184
1.62	2.12
0.182E-04	0.212E-04
0.297E-06	0.378E-06
0.172E-05	0.227E-05
0.129E-03	0.138E-03
0.510E-01	0.634E-01
0.126E-03	0.146E-03
0.750E-05	0.887E-05
0.127	0.159
0.707E-04	0.877E-04
0.424E-04	0.466E-04
0.254E-07	0.421E-07
0.102E-02	0.113E-02
0.253E-04	0.349E-04
0.113E-04	0.134E-04
0.556E-03	0.656E-03
0.532E-05	0.604E-05
0.199	0.249
0.180E-01	0.223E-01
0.880E-01	0.107
0.729E-06	0.990E-06
1.64	2.11
0.612E-05	0.723E-05
0.261E-05	0.313E-05
0.612E-05	0.701E-05
0.191E-01	0.232E-01
0.642E-06	0.954E-06
0.108	0.132
0.499E-06	0.718E-06
0.482E-04	0.557E-04
0.383E-02	0.463E-02
0.882E-03	0.105E-02
0.623E-03	0.735E-03
0.959E-01	0.119
0.280E-06	0.401E-06
0.310E-01	0.376E-01
0.568E-04	0.665E-04
0.179E-01	0.217E-01
0.223E-05	0.270E-05
0.202E-03	0.235E-03
0.218E-07	0.298E-07
0.967E-02	0.117E-01
0.956E-05	0.112E-04
0.146E-04	0.167E-04
0.103E-03	0.114E-03
0.108E-05	0.132E-05
0.306E-02	0.342E-02
0.394	0.506
0.153E-01	0.185E-01
0.774E-03	0.878E-03
0.150E-03	0.175E-03
0.273E-07	0.433E-07
0.157E-04	0.209E-04
0.430E-04	0.500E-04
0.830E-05	0.934E-05
0.312E-07	0.453E-07
0.416E-03	0.474E-03
0.465E-01	0.569E-01
0.145E-05	0.193E-05
0.203E-02	0.227E-02
0.642E-04	0.745E-04
4.94	6.41
0.154E-01	0.190E-01
0.255E-03	0.284E-03
0.231E-02	0.277E-02
0.554E-07	0.743E-07
0.102E-01	0.125E-01
0.194E-04	0.214E-04
0.272E-03	0.303E-03
1.99	2.58
3.09	4.02
0.317E-04	0.370E-04
0.411E-06	0.559E-06
0.410	0.501
0.188E-04	0.229E-04
0.655E-08	0.951E-08
0.105E-05	0.145E-05
0.126E-03	0.149E-03
0.563E-05	0.669E-05
0.479E-01	0.590E-01
0.806E-01	0.101
0.171E-03	0.200E-03
0.286E-07	0.391E-07
0.182E-03	0.201E-03
0.332E-02	0.400E-02
0.187E-03	0.221E-03
0.247E-04	0.279E-04
0.890E-05	0.103E-04
0.290E-03	0.341E-03
0.220	0.275
0.678E-02	0.825E-02
0.339E-02	0.549E-02
0.472E-04	0.551E-04
0.126E-05	0.155E-05
0.513E-02	0.598E-02
0.350E-03	0.396E-03
0.171E-02	0.199E-02
0.302E-05	0.388E-05
0.540E-05	0.639E-05
0.118	0.149
0.593E-02	0.720E-02
0.745E-02	0.892E-02
0.757E-06	0.109E-05
0.952E-06	0.117E-05
0.461E-02	0.559E-02
0.209E-04	0.243E-04
0.111E-02	0.132E-02
0.541E-03	0.612E-03
0.424E-04	0.465E-04
0.219E-02	0.263E-02
0.251	0.314
0.534E-06	0.776E-06
0.565	0.727
0.303E-04	0.351E-04
0.258E-01	0.310E-01
0.202E-01	0.245E-01
0.130E-01	0.160E-01
0.254E-01	0.308E-01
0.111E-03	0.128E-03
0.834E-02	0.105E-01
0.119E-04	0.140E-04
0.351E-05	0.421E-05
0.238E-04	0.277E-04
0.124E-01	0.150E-01
0.273E-02	0.316E-02
0.499E-04	0.584E-04
0.218E-04	0.297E-04
0.285E-01	0.340E-01
0.378E-03	0.444E-03
0.172E-04	0.192E-04
0.778E-05	0.913E-05
0.220E-02	0.264E-02
0.107E-05	0.151E-05
0.484E-02	0.587E-02
0.344	0.441
0.109E-06	0.141E-06
0.667E-03	0.789E-03
0.713E-04	0.830E-04
0.739E-02	0.882E-02
0.108	0.137
0.665E-05	0.784E-05
0.209E-05	0.309E-05
0.372E-03	0.425E-03
0.616E-02	0.734E-02
0.443E-07	0.595E-07
0.166E-02	0.238E-02
0.184E-05	0.223E-05
0.247E-04	0.332E-04
0.126E-02	0.143E-02
0.170	0.216
0.713E-04	0.808E-04
0.231E-02	0.280E-02
0.930E-02	0.114E-01
0.931E-05	0.109E-04
0.101E-03	0.117E-03
0.938E-06	0.114E-05
0.170E-05	0.218E-05
0.368E-01	0.459E-01
0.102E-02	0.117E-02
0.807E-03	0.916E-03
0.903E-07	0.143E-06
0.113E-04	0.132E-04
0.242E-03	0.287E-03
0.269E-02	0.317E-02
0.287E-03	0.402E-03
0.114E-02	0.135E-02
0.166E-02	0.193E-02
0.683E-01	0.859E-01
0.222E-04	0.254E-04
0.295E-04	0.331E-04
0.659E-06	0.891E-06
0.348E-03	0.373E-03
0.633E-01	0.776E-01
0.237E-02	0.285E-02
0.245E-02	0.386E-02
0.843E-01	0.106
0.282E-03	0.328E-03
0.221E-04	0.257E-04
0.651E-05	0.774E-05
0.115E-05	0.145E-05
0.275E-05	0.329E-05
0.115E-03	0.129E-03
0.419E-03	0.601E-03
0.647E-06	0.807E-06
0.841E-02	0.101E-01
0.104E-05	0.157E-05
0.961E-01	0.120
0.141E-05	0.216E-05
0.206E-05	0.248E-05
0.657E-02	0.770E-02
0.289E-06	0.368E-06
0.195E-06	0.232E-06
0.756E-05	0.898E-05
0.183E-06	0.235E-06
0.261E-05	0.365E-05
0.128E-01	0.147E-01
4.79	6.27
0.281E-01	0.349E-01
0.575	0.725
0.255E-04	0.298E-04
4.79	6.26
0.235E-02	0.283E-02
0.239E-01	0.288E-01
0.176E-06	0.226E-06
0.237E-02	0.285E-02
0.834E-02	0.102E-01
0.242E-03	0.283E-03
0.167E-06	0.208E-06
0.679E-04	0.731E-04
0.128E-04	0.165E-04
0.141E-02	0.168E-02
3.13	4.09
0.354E-05	0.478E-05
0.134E-04	0.158E-04
0.154E-02	0.188E-02
0.955E-07	0.137E-06
0.161E-01	0.198E-01
0.140E-01	0.173E-01
0.115	0.145
0.299E-02	0.360E-02
0.121E-04	0.135E-04
0.216E-06	0.278E-06
0.252E-05	0.303E-05
0.453E-01	0.566E-01
0.246E-04	0.314E-04
0.253E-05	0.342E-05
0.426E-03	0.489E-03
0.283E-02	0.341E-02
0.957E-03	0.114E-02
0.675E-05	0.798E-05
0.161E-05	0.194E-05
0.101E-03	0.117E-03
0.526E-03	0.620E-03
0.995E-02	0.122E-01
0.828	1.07
0.837E-05	0.984E-05
0.112E-02	0.134E-02
0.355E-05	0.486E-05
0.349	0.439
0.241E-06	0.338E-06
0.609E-03	0.720E-03
0.205E-07	0.281E-07
0.218E-07	0.357E-07
0.321E-02	0.373E-02
0.142E-02	0.170E-02
0.164E-02	0.196E-02
0.906E-02	0.110E-01
0.655E-04	0.718E-04
0.969E-02	0.115E-01
0.377E-02	0.456E-02
0.413E-05	0.491E-05
0.269E-05	0.323E-05
0.621E-06	0.773E-06
0.714E-03	0.844E-03
0.611E-03	0.721E-03
0.419E-05	0.501E-05
0.976E-03	0.116E-02
0.390E-03	0.427E-03
0.877E-04	0.975E-04
0.213E-06	0.272E-06
0.127E-01	0.155E-01
0.758E-03	0.108E-02
0.247E-07	0.338E-07
0.783E-04	0.107E-03
0.199E-04	0.232E-04
0.544E-06	0.697E-06
0.184E-06	0.247E-06
0.476E-03	0.560E-03
0.136E-04	0.162E-04
0.326E-04	0.380E-04
1.33	1.66
0.253E-07	0.328E-07
0.579E-05	0.669E-05
0.418E-02	0.504E-02
0.363E-04	0.446E-04
0.600E-01	0.753E-01
0.102E-04	0.120E-04
0.961E-04	0.134E-03
0.886	1.14
0.131E-05	0.159E-05
0.208E-01	0.248E-01
0.600E-06	0.747E-06
0.776E-04	0.101E-03
0.601E-04	0.659E-04
0.293E-03	0.366E-03
0.226E-03	0.264E-03
0.558E-05	0.659E-05
0.266	0.333
0.438E-03	0.629E-03
0.598E-03	0.710E-03
1.67	2.17
0.495E-05	0.692E-05
0.489E-03	0.695E-03
0.816E-06	0.101E-05
0.168E-04	0.227E-04
0.334E-02	0.379E-02
0.369E-04	0.417E-04
0.795E-03	0.906E-03
0.250E-04	0.313E-04
0.167	0.213
0.417E-02	0.505E-02
0.113E-01	0.134E-01
0.574E-03	0.678E-03
0.100E-01	0.119E-01
0.485E-04	0.567E-04
0.264E-03	0.308E-03
0.279E-02	0.338E-02
0.984E-04	0.115E-03
0.510E-02	0.620E-02
0.139E-01	0.171E-01
0.181E-06	0.280E-06
0.960E-02	0.118E-01
0.944E-04	0.108E-03
0.311E-03	0.367E-03
0.874E-06	0.111E-05
0.386	0.490
0.562E-05	0.660E-05
0.131E-02	0.146E-02
0.398E-02	0.471E-02
0.115E-02	0.137E-02
0.837E-06	0.102E-05
0.164E-02	0.196E-02
0.186E-02	0.223E-02
0.137E-05	0.168E-05
0.547E-05	0.779E-05
0.240E-03	0.281E-03
0.691E-06	0.101E-05
0.117E-04	0.138E-04
0.941E-03	0.112E-02
0.543E-03	0.641E-03
0.171E-02	0.205E-02
0.390E-03	0.445E-03
0.132	0.166
0.660E-02	0.762E-02
0.365E-04	0.424E-04
0.171E-03	0.181E-03
0.346E-02	0.418E-02
0.204E-03	0.240E-03
0.235E-07	0.321E-07
0.615E-01	0.773E-01
0.149E-03	0.165E-03
0.357E-06	0.455E-06
0.894E-01	0.107
0.341E-04	0.398E-04
1.46	1.90
0.928E-07	0.120E-06
0.836E-04	0.970E-04
0.602E-05	0.682E-05
0.260E-04	0.303E-04
0.112E-02	0.134E-02
0.829E-04	0.961E-04
0.399E-02	0.473E-02
0.621E-05	0.786E-05
0.211E-03	0.248E-03
0.111E-03	0.129E-03
0.700E-02	0.813E-02
0.387E-03	0.454E-03
0.322E-01	0.377E-01
0.247E-05	0.297E-05
1.75	2.26
0.269E-06	0.446E-06
0.983E-04	0.116E-03
0.387E-01	0.469E-01
0.388E-03	0.455E-03
0.651E-05	0.783E-05
0.153E-04	0.180E-04
0.377	0.455
0.157E-05	0.191E-05
0.117E-04	0.135E-04
0.463E-06	0.636E-06
0.138E-02	0.159E-02
0.109E-03	0.122E-03
0.261E-01	0.325E-01
0.607E-03	0.718E-03
0.603	0.774
0.469E-04	0.545E-04
0.634E-04	0.805E-04
0.445E-08	0.600E-08
0.131E-06	0.166E-06
0.114E-03	0.123E-03
0.330	0.396
0.412E-04	0.479E-04
0.686E-04	0.784E-04
0.247E-01	0.298E-01
1.39	1.79
0.857E-03	0.996E-03
0.583E-02	0.709E-02
0.526E-05	0.692E-05
0.112E-03	0.132E-03
0.921E-05	0.104E-04
0.475E-04	0.521E-04
0.201E-06	0.257E-06
0.501E-04	0.612E-04
0.298E-02	0.348E-02
0.476E-01	0.596E-01
0.919	1.18
0.130E-01	0.160E-01
0.240E-02	0.288E-02
0.146E-03	0.171E-03
0.518E-05	0.754E-05
0.176E-03	0.206E-03
0.164E-03	0.191E-03
0.813E-01	0.102
0.540E-04	0.599E-04
0.706E-02	0.841E-02
0.142E-03	0.166E-03
0.348E-03	0.476E-03
0.105E-03	0.134E-03
0.543E-01	0.669E-01
0.114E-05	0.130E-05
0.972E-06	0.128E-05
0.527E-01	0.660E-01
0.975E-03	0.116E-02
0.831E-04	0.970E-04
0.211E-04	0.235E-04
0.255E-04	0.345E-04
0.612E-06	0.898E-06
0.243E-02	0.292E-02
0.195E-02	0.234E-02
0.889	1.15
0.138E-02	0.165E-02
0.355E-05	0.509E-05
0.124	0.158
0.956E-06	0.131E-05
0.321	0.405
0.189E-04	0.220E-04
0.590E-04	0.900E-04
0.334E-02	0.389E-02
0.959E-01	0.121
0.359E-06	0.470E-06
0.248E-03	0.274E-03
0.743E-03	0.866E-03
0.335E-05	0.401E-05
0.289	0.369
0.292E-01	0.357E-01
0.397E-02	0.481E-02
0.974E-02	0.119E-01
0.371E-02	0.449E-02
0.894E-03	0.106E-02
0.186E-02	0.222E-02
0.134E-02	0.150E-02
0.162E-05	0.217E-05
0.331E-05	0.417E-05
0.735E-03	0.839E-03
0.129E-04	0.152E-04
0.556E-05	0.658E-05
0.122	0.155
0.687E-01	0.839E-01
0.148E-07	0.208E-07
0.424E-05	0.505E-05
0.506E-04	0.654E-04
0.260E-06	0.355E-06
0.891E-03	0.102E-02
0.353E-02	0.426E-02
0.126E-05	0.153E-05
0.767E-04	0.891E-04
0.344	0.440
0.947E-04	0.125E-03
0.176E-06	0.229E-06
0.541E-04	0.634E-04
0.287E-06	0.361E-06
0.286E-07	0.400E-07
0.906	1.16
0.194E-05	0.235E-05
0.132	0.167
0.654E-04	0.762E-04
0.795E-02	0.971E-02
0.406E-01	0.507E-01
0.203E-01	0.252E-01
0.579	0.746
0.124E-02	0.176E-02
0.121	0.153
0.855	1.10
0.469E-03	0.653E-03
0.916E-07	0.119E-06
0.235E-06	0.312E-06
0.755E-01	0.951E-01
0.330E-06	0.465E-06
0.437	0.562
0.158E-01	0.191E-01
0.301E-01	0.375E-01
0.168E-04	0.196E-04
0.385	0.487
0.403E-02	0.488E-02
1.28	1.66
0.226E-06	0.282E-06
0.672E-02	0.819E-02
0.189E-02	0.228E-02
0.272E-07	0.414E-07
0.999E-03	0.119E-02
0.707E-01	0.889E-01
0.346	0.443
0.201	0.252
0.199E-07	0.271E-07
0.483E-03	0.569E-03
0.261E-05	0.315E-05
0.802E-02	0.980E-02
0.843E-06	0.104E-05
0.698E-02	0.796E-02
0.737E-06	0.121E-05
0.108E-01	0.131E-01
0.104E-03	0.120E-03
0.116E-02	0.135E-02
0.792E-02	0.969E-02
0.238E-05	0.285E-05
0.678	0.874
0.114E-04	0.155E-04
0.339E-01	0.422E-01
0.673E-06	0.836E-06
0.842E-06	0.105E-05
0.756E-04	0.824E-04
0.258E-03	0.277E-03
0.139E-05	0.194E-05
0.611E-02	0.726E-02
0.134E-04	0.144E-04
